[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[17.0, ' ?', 210547.0, ' 10th', 6.0, ' Never-married', ' ?', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 274424.0, ' 11th', 7.0, ' Separated', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Self-emp-not-inc', 116508.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[50.0, ' Private', 275181.0, ' 5th-6th', 3.0, ' Divorced', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 37.0, ' Cuba', ' <=50K']
[33.0, ' Private', 189265.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 394612.0, ' Bachelors', 13.0, ' Never-married', ' Tech-support', ' Own-child', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Self-emp-not-inc', 223763.0, ' Masters', 14.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[42.0, ' Self-emp-not-inc', 121718.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 24.0, ' United-States', ' <=50K']
[22.0, ' Private', 271274.0, ' 11th', 7.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[59.0, ' Private', 157932.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[49.0, ' State-gov', 231961.0, ' Doctorate', 16.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[36.0, ' Private', 210945.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[50.0, ' Private', 140516.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[23.0, ' Local-gov', 324637.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[39.0, ' Local-gov', 239119.0, ' Masters', 14.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' Dominican-Republic', ' <=50K']
[49.0, ' Private', 196571.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[21.0, ' Private', 243368.0, ' Preschool', 1.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' Mexico', ' <=50K']
[21.0, ' Private', 25265.0, ' Assoc-voc', 11.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[29.0, ' Private', 123677.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Wife', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 40.0, ' Laos', ' <=50K']
[63.0, ' Private', 181929.0, ' HS-grad', 9.0, ' Widowed', ' Exec-managerial', ' Unmarried', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[39.0, ' State-gov', 318918.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[35.0, ' Private', 106028.0, ' HS-grad', 9.0, ' Divorced', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[43.0, ' Local-gov', 106982.0, ' Bachelors', 13.0, ' Separated', ' Prof-specialty', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[39.0, ' Private', 1455435.0, ' Assoc-acdm', 12.0, ' Separated', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[20.0, ' Private', 39615.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 408813.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[54.0, ' Private', 87205.0, ' HS-grad', 9.0, ' Widowed', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[28.0, ' Private', 210867.0, ' 11th', 7.0, ' Divorced', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Private', 177121.0, ' Some-college', 10.0, ' Separated', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 58.0, ' United-States', ' <=50K']
[34.0, ' Private', 120959.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[55.0, ' State-gov', 175127.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 7688.0, 0.0, 38.0, ' United-States', ' >50K']
[28.0, ' Private', 133625.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 175370.0, ' Some-college', 10.0, ' Divorced', ' Machine-op-inspct', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[54.0, ' Local-gov', 137691.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[30.0, ' Private', 113364.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' Vietnam', ' <=50K']
[38.0, ' Private', 278557.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[81.0, ' Private', 201398.0, ' Masters', 14.0, ' Widowed', ' Prof-specialty', ' Unmarried', ' White', ' Male', 0.0, 0.0, 60.0, ' ?', ' <=50K']
[52.0, ' Self-emp-not-inc', 103794.0, ' Assoc-voc', 11.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[59.0, ' Private', 50223.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 381789.0, ' 12th', 8.0, ' Married-civ-spouse', ' Farming-fishing', ' Own-child', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' <=50K']
[35.0, ' Private', 58343.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 44.0, ' United-States', ' <=50K']
[24.0, ' Private', 604537.0, ' HS-grad', 9.0, ' Never-married', ' Transport-moving', ' Unmarried', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[49.0, ' Private', 97411.0, ' 7th-8th', 4.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 45.0, ' Laos', ' <=50K']
[35.0, ' Private', 173858.0, ' HS-grad', 9.0, ' Married-spouse-absent', ' Craft-repair', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' ?', ' <=50K']
[68.0, ' Self-emp-not-inc', 166083.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[20.0, ' Private', 190227.0, ' Masters', 14.0, ' Never-married', ' Exec-managerial', ' Own-child', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[35.0, ' Private', 237943.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[45.0, ' Federal-gov', 71823.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[73.0, ' ?', 191394.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' ?', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 426467.0, ' 1st-4th', 2.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 3674.0, 0.0, 40.0, ' Guatemala', ' <=50K']
[54.0, ' Self-emp-inc', 99185.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' ?', ' >50K']
[36.0, ' Local-gov', 410034.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 1887.0, 40.0, ' United-States', ' >50K']
[38.0, ' Self-emp-inc', 257250.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[38.0, ' Private', 470663.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[61.0, ' ?', 42938.0, ' Bachelors', 13.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 7.0, ' United-States', ' >50K']
[27.0, ' Private', 192936.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Private', 181342.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Wife', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 112835.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 183000.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 24.0, ' United-States', ' <=50K']
[27.0, ' Private', 191177.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[22.0, ' Private', 186452.0, ' 10th', 6.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[55.0, ' Private', 238638.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 4386.0, 0.0, 40.0, ' United-States', ' >50K']
[23.0, ' Private', 123490.0, ' 11th', 7.0, ' Divorced', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[55.0, ' Private', 327589.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[51.0, ' State-gov', 226885.0, ' HS-grad', 9.0, ' Never-married', ' Transport-moving', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' Private', 758700.0, ' 9th', 5.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 3781.0, 0.0, 50.0, ' Mexico', ' <=50K']
[17.0, ' Private', 41979.0, ' 10th', 6.0, ' Never-married', ' Farming-fishing', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 160178.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[23.0, ' Private', 340543.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[30.0, ' Private', 110643.0, ' Masters', 14.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 4386.0, 0.0, 40.0, ' United-States', ' >50K']
[56.0, ' Private', 83196.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[28.0, ' Private', 199998.0, ' HS-grad', 9.0, ' Separated', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[26.0, ' Self-emp-inc', 176981.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[29.0, ' ?', 339100.0, ' 11th', 7.0, ' Divorced', ' ?', ' Not-in-family', ' White', ' Female', 3418.0, 0.0, 48.0, ' United-States', ' <=50K']
[34.0, ' Private', 287737.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 0.0, 1485.0, 40.0, ' United-States', ' >50K']
[46.0, ' Private', 27669.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 28.0, ' United-States', ' <=50K']
[36.0, ' Private', 248708.0, ' Assoc-acdm', 12.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 250038.0, ' Masters', 14.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[60.0, ' Private', 367695.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[19.0, ' ?', 278220.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Female', 0.0, 1602.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 210794.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 28856.0, ' Bachelors', 13.0, ' Never-married', ' Tech-support', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Private', 203488.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 44.0, ' United-States', ' <=50K']
[42.0, ' Self-emp-not-inc', 54202.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[36.0, ' Private', 112264.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[28.0, ' Private', 138269.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[28.0, ' Private', 109282.0, ' Some-college', 10.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' ?', 258872.0, ' 11th', 7.0, ' Never-married', ' ?', ' Own-child', ' White', ' Female', 0.0, 0.0, 5.0, ' United-States', ' <=50K']
[39.0, ' Private', 167777.0, ' 11th', 7.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[33.0, ' Self-emp-not-inc', 173495.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[42.0, ' Private', 175133.0, ' Some-college', 10.0, ' Never-married', ' Machine-op-inspct', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[40.0, ' Self-emp-not-inc', 170866.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[31.0, ' State-gov', 113129.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[29.0, ' Private', 54932.0, ' Some-college', 10.0, ' Divorced', ' Craft-repair', ' Unmarried', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' >50K']
[38.0, ' Private', 190759.0, ' 11th', 7.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 291979.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' Private', 438996.0, ' 10th', 6.0, ' Never-married', ' Other-service', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[35.0, ' Private', 177102.0, ' HS-grad', 9.0, ' Divorced', ' Handlers-cleaners', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Local-gov', 123075.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' >50K']
[20.0, ' ?', 149478.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Other-relative', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[39.0, ' Private', 74194.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' <=50K']
[36.0, ' Private', 132879.0, ' HS-grad', 9.0, ' Divorced', ' Exec-managerial', ' Unmarried', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[36.0, ' Private', 195516.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[20.0, ' Federal-gov', 410446.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Other-relative', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[30.0, ' Private', 97723.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[35.0, ' Private', 267966.0, ' 11th', 7.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[38.0, ' Private', 179668.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Scotland', ' <=50K']
[30.0, ' Private', 87054.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[22.0, ' Private', 194829.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[48.0, ' Private', 401333.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 293579.0, ' HS-grad', 9.0, ' Never-married', ' Sales', ' Own-child', ' Black', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[48.0, ' Self-emp-inc', 149218.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 70.0, ' United-States', ' >50K']
[25.0, ' Private', 139012.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Own-child', ' Asian-Pac-Islander', ' Male', 2174.0, 0.0, 40.0, ' Vietnam', ' <=50K']
[25.0, ' Private', 75821.0, ' Some-college', 10.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[56.0, ' Private', 311249.0, ' HS-grad', 9.0, ' Widowed', ' Adm-clerical', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[27.0, ' Private', 341504.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[54.0, ' State-gov', 32778.0, ' HS-grad', 9.0, ' Widowed', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Private', 149337.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[58.0, ' Private', 105060.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 37.0, ' United-States', ' <=50K']
[29.0, ' Private', 161444.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Columbia', ' <=50K']
[40.0, ' Private', 170019.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' ?', ' <=50K']
[60.0, ' Private', 338345.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[33.0, ' Private', 159888.0, ' 11th', 7.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' State-gov', 30575.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[49.0, ' Private', 209057.0, ' Some-college', 10.0, ' Divorced', ' Tech-support', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[18.0, ' Private', 173585.0, ' 11th', 7.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 15.0, ' Peru', ' <=50K']
[21.0, ' Private', 50341.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[44.0, ' ?', 91949.0, ' HS-grad', 9.0, ' Never-married', ' ?', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' State-gov', 482927.0, ' Some-college', 10.0, ' Divorced', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[55.0, ' State-gov', 111130.0, ' Assoc-acdm', 12.0, ' Divorced', ' Adm-clerical', ' Own-child', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[28.0, ' Private', 261725.0, ' 1st-4th', 2.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[29.0, ' Private', 190539.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 1590.0, 50.0, ' United-States', ' <=50K']
[20.0, ' Private', 415913.0, ' Some-college', 10.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[24.0, ' ?', 377725.0, ' Bachelors', 13.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 120238.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Private', 117444.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' >50K']
[33.0, ' Local-gov', 115488.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[47.0, ' Local-gov', 93618.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 33.0, ' United-States', ' <=50K']
[37.0, ' Private', 74593.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 70.0, ' United-States', ' <=50K']
[31.0, ' Private', 136651.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[22.0, ' Private', 322674.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[31.0, ' Private', 298995.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Wife', ' Black', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[40.0, ' Federal-gov', 177595.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 1579.0, 40.0, ' United-States', ' <=50K']
[39.0, ' Private', 257942.0, ' HS-grad', 9.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Private', 110622.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 40.0, ' Philippines', ' <=50K']
[35.0, ' Private', 287658.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 53373.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[22.0, ' Local-gov', 412316.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
